date,jour_culture,temperature_air_c,temperature_sol_c,humidite_air_pourcent,humidite_sol_pourcent,ph_sol,lumiere_heures_jour,pluie_mm_24h,arrosage_litres_jour,stade_croissance,hauteur_plant_cm,nb_fleurs,nb_fruits,couleur_feuilles,etat_general,recommandation
2025-06-22,113,19.0,16.3,67.0,27.8,6.4,7.1,0.2,4.27,fructification,145.8,8,13,fonce,stress_leger,arroser
2025-07-01,122,17.7,17.2,61.3,62.7,6.26,9.3,2.6,2.88,recolte,151.8,0,38,fonce,bon,recolte_bientot
2025-03-14,13,28.2,25.0,73.9,69.6,6.52,9.8,0.0,2.97,semis,4.2,0,0,vert,bon,bon
2025-05-27,87,16.9,16.5,51.4,20.0,6.6,8.2,4.4,4.87,fructification,101.5,12,4,fonce,stress_leger,arroser
2025-03-26,25,16.8,17.0,61.0,50.8,6.51,14.2,1.5,1.7,jeune_plant,20.9,0,0,vert,bon,bon
2025-07-04,125,20.2,19.3,64.3,75.8,5.55,13.0,7.2,2.87,recolte,135.7,7,12,vert,stress_leger,bon
2025-03-13,12,21.5,18.3,73.5,74.6,5.74,13.6,0.1,2.85,semis,3.9,0,0,vert,stress_leger,bon
2025-05-16,76,16.5,13.0,65.7,73.2,6.77,10.4,0.0,2.84,floraison,92.4,21,2,vert,bon,bon
2025-06-15,106,25.4,21.5,67.8,53.8,5.88,9.0,0.0,1.74,fructification,143.4,2,17,vert,bon,bon
2025-05-23,83,23.1,18.4,68.5,59.2,6.72,10.0,0.0,2.42,fructification,130.2,14,7,vert,bon,bon
2025-04-19,49,24.6,21.2,61.2,58.5,6.16,7.7,0.0,2.78,croissance,59.2,2,0,vert,bon,bon
2025-06-16,107,18.7,16.7,69.5,42.7,6.1,9.4,0.0,1.69,fructification,116.3,12,9,vert,bon,bon
2025-05-19,79,22.8,23.7,95.0,52.0,6.02,7.5,0.0,1.81,floraison,82.3,7,1,vert,bon,bon
2025-03-13,12,21.5,17.1,75.4,51.5,7.65,9.0,0.0,1.54,semis,5.6,0,0,jaune,stress_leger,sol_pas_adapte
2025-05-18,78,26.8,24.9,92.0,68.1,7.13,10.3,0.2,2.08,floraison,103.8,14,1,vert,bon,bon
2025-07-12,133,23.9,21.9,90.3,43.7,6.04,9.2,3.3,2.45,recolte,178.4,3,34,tachete,bon,recolte_bientot
2025-07-14,135,26.5,22.3,43.3,61.8,5.99,9.5,3.3,1.51,recolte,127.2,1,12,vert,bon,bon
2025-07-24,145,18.9,17.2,54.1,48.1,6.85,7.1,0.0,2.11,recolte,138.8,0,30,jaune,bon,recolte_bientot
2025-07-14,135,29.9,26.9,82.7,62.1,6.24,12.5,0.0,2.8,recolte,127.6,2,13,vert,bon,bon
2025-06-09,100,13.8,12.5,53.3,40.4,6.82,9.1,5.3,2.65,fructification,110.5,11,4,fonce,stress_leger,arroser
2025-05-15,75,21.8,21.0,94.0,52.7,6.25,10.0,0.0,1.21,floraison,78.8,6,2,vert,bon,bon
2025-05-04,64,20.2,19.5,63.5,70.7,6.19,11.2,0.5,0.88,floraison,108.5,15,2,jaune,bon,bon
2025-03-07,6,23.4,19.9,57.2,72.3,6.28,9.5,0.0,2.33,semis,3.7,0,0,vert,bon,bon
2025-03-09,8,26.7,24.9,47.3,52.7,6.06,8.4,0.0,0.98,semis,5.1,0,0,vert,bon,bon
2025-06-27,118,23.8,21.5,72.5,72.6,7.07,9.3,2.1,1.77,fructification,129.3,9,12,vert,bon,bon
2025-05-23,83,18.8,15.1,73.5,58.8,6.94,9.9,0.5,2.61,fructification,81.2,10,21,vert,bon,bon
2025-06-05,96,19.8,16.8,38.6,63.6,6.39,10.1,3.9,1.76,fructification,144.5,4,12,vert,bon,bon
2025-06-06,97,25.3,22.2,82.5,62.4,7.28,9.9,2.8,2.1,fructification,133.2,10,19,vert,stress_leger,bon
2025-04-29,59,18.6,16.0,81.3,57.9,6.4,8.7,0.0,1.65,croissance,59.9,0,0,vert,bon,bon
2025-04-26,56,18.1,16.7,48.3,48.5,6.59,9.2,1.7,1.0,croissance,49.4,2,0,vert,bon,bon
2025-03-29,28,25.3,22.8,91.3,49.3,7.64,10.9,3.0,2.16,jeune_plant,17.7,0,0,tachete,stress_leger,sol_pas_adapte
2025-07-20,141,31.6,29.4,82.7,71.7,6.09,10.8,4.7,1.85,recolte,150.7,4,10,vert,bon,bon
2025-07-20,141,32.6,27.7,60.2,32.9,6.66,10.2,1.8,2.07,recolte,124.8,0,19,fonce,stress_moyen,arroser
2025-03-16,15,19.4,18.2,88.8,43.6,5.42,13.1,0.5,1.35,jeune_plant,14.7,0,0,jaune,stress_leger,sol_pas_adapte
2025-04-13,43,20.6,15.6,52.4,38.7,6.76,8.5,2.6,3.98,croissance,26.9,4,0,fonce,stress_leger,arroser
2025-04-15,45,24.0,22.2,53.9,76.3,6.66,8.5,1.0,2.51,croissance,59.8,0,0,vert,bon,bon
2025-06-14,105,22.9,25.6,65.2,70.4,6.77,12.6,0.0,0.62,fructification,129.1,10,15,vert,bon,bon
2025-03-14,13,21.0,17.1,74.4,40.6,6.39,11.3,2.5,1.21,semis,6.1,0,0,vert,bon,bon
2025-05-26,86,23.0,20.4,73.2,49.7,7.07,9.6,6.4,1.86,fructification,135.2,10,20,vert,bon,bon
2025-03-23,22,24.7,22.5,47.3,68.6,6.77,12.2,0.8,0.8,jeune_plant,18.8,0,0,vert,bon,bon
2025-05-12,72,25.0,22.7,56.0,72.1,7.07,8.3,2.8,0.89,floraison,109.6,18,1,vert,bon,bon
2025-04-12,42,15.4,12.1,84.5,88.0,6.05,10.2,0.0,0.78,croissance,28.5,0,0,tachete,stress_leger,trop_eau
2025-06-24,115,21.6,19.7,73.6,67.2,5.8,10.1,6.7,1.32,fructification,80.4,3,4,vert,bon,bon
2025-05-16,76,21.4,18.9,66.6,63.5,6.5,11.6,2.2,1.7,floraison,94.7,16,1,vert,bon,bon
2025-04-25,55,20.0,18.7,53.4,54.8,6.5,9.4,0.0,1.4,croissance,34.3,1,0,vert,bon,bon
2025-04-20,50,16.6,16.4,63.8,79.7,5.72,11.1,0.1,2.37,croissance,34.0,4,0,vert,stress_leger,bon
2025-04-28,58,15.2,12.3,70.4,56.3,7.1,8.1,0.0,2.52,croissance,62.3,1,0,vert,bon,bon
2025-04-10,40,19.2,19.2,65.3,71.7,7.01,11.6,0.9,2.81,croissance,42.2,3,0,vert,bon,bon
2025-06-29,120,21.9,19.6,77.9,74.3,6.52,10.1,5.9,0.96,recolte,136.1,4,32,vert,bon,recolte_bientot
2025-06-21,112,24.2,23.6,75.6,67.8,6.5,10.4,0.3,1.35,fructification,122.9,6,12,vert,bon,bon
2025-05-11,71,22.4,20.6,75.6,59.1,7.23,8.5,5.2,2.35,floraison,62.1,10,0,vert,stress_leger,bon
2025-04-30,60,23.6,22.1,46.8,65.9,8.0,13.2,1.7,2.68,floraison,91.1,20,2,tachete,stress_leger,sol_pas_adapte
2025-04-01,31,20.7,18.7,55.7,65.8,7.78,13.4,0.0,1.07,croissance,42.1,0,0,tachete,stress_leger,sol_pas_adapte
2025-04-07,37,22.9,21.2,36.6,32.7,6.82,9.8,0.0,4.16,croissance,31.0,0,0,jaune,stress_leger,arroser
2025-03-29,28,16.8,15.0,77.3,74.8,6.11,10.8,0.0,2.78,jeune_plant,16.2,0,0,vert,bon,bon
2025-05-12,72,18.8,16.1,50.1,41.8,8.0,8.3,1.2,1.83,floraison,119.4,17,1,tachete,stress_leger,sol_pas_adapte
2025-05-22,82,17.0,14.2,73.9,58.7,7.01,6.9,0.5,1.73,fructification,113.9,14,19,vert,bon,bon
2025-05-10,70,22.6,21.8,44.1,57.8,6.61,11.1,0.6,1.48,floraison,80.0,6,0,vert,bon,bon
2025-03-15,14,19.5,18.3,65.6,49.5,6.32,11.0,0.5,1.25,semis,3.8,0,0,vert,bon,bon
2025-04-16,46,22.4,21.3,79.1,90.0,6.62,11.5,2.6,2.25,croissance,61.1,2,0,jaune,stress_leger,trop_eau
2025-03-30,29,23.8,23.1,63.8,62.5,7.34,9.6,0.0,0.75,jeune_plant,20.8,0,0,vert,stress_leger,bon
2025-05-14,74,20.7,19.8,53.2,67.5,5.88,5.8,1.2,2.42,floraison,109.2,16,2,jaune,stress_leger,manque_lumiere
2025-04-27,57,23.8,21.2,71.0,79.8,6.59,11.4,2.3,1.67,croissance,51.4,3,0,vert,bon,bon
2025-05-12,72,18.5,15.5,60.7,77.9,5.27,14.0,2.1,2.17,floraison,61.2,15,0,tachete,stress_leger,sol_pas_adapte
2025-06-24,115,20.5,17.6,70.5,51.4,6.7,6.9,9.8,0.51,fructification,116.7,5,5,vert,bon,bon
2025-06-18,109,22.4,18.6,55.7,90.0,6.59,9.2,0.3,2.32,fructification,137.5,6,23,tachete,stress_leger,trop_eau
2025-05-21,81,28.4,26.8,95.0,30.9,7.13,11.0,0.6,3.8,fructification,94.9,4,9,jaune,stress_leger,arroser
2025-05-02,62,27.3,25.5,59.2,81.4,7.11,10.0,2.3,1.0,floraison,89.9,20,1,jaune,stress_leger,trop_eau
2025-07-26,147,18.9,18.0,72.5,64.8,6.06,11.2,2.2,2.55,recolte,175.4,7,15,vert,bon,bon
2025-05-29,89,19.8,16.4,64.1,60.5,5.85,7.8,1.9,2.29,fructification,123.8,9,12,vert,bon,bon
2025-06-15,106,28.2,29.1,47.8,79.6,6.04,11.9,2.9,2.55,fructification,83.8,14,20,vert,bon,bon
2025-07-04,125,26.6,24.9,40.7,48.0,5.67,9.6,1.6,1.86,recolte,136.3,0,14,vert,stress_leger,bon
2025-05-08,68,29.3,26.5,65.5,53.9,5.9,10.0,2.6,1.45,floraison,90.4,7,2,vert,bon,bon
2025-05-22,82,17.8,15.7,82.4,49.9,6.45,9.4,8.9,1.11,fructification,92.1,11,8,vert,bon,bon
2025-06-04,95,17.8,17.7,53.1,64.8,6.5,11.0,3.4,2.88,fructification,119.9,8,8,vert,bon,bon
2025-05-20,80,28.0,25.0,61.0,44.9,6.37,11.7,6.9,1.4,fructification,105.6,14,11,vert,bon,bon
2025-05-14,74,23.7,20.9,67.2,65.0,6.33,9.5,0.3,0.88,floraison,95.8,22,2,vert,bon,bon
2025-06-24,115,21.0,19.7,88.4,61.7,6.14,7.1,5.7,2.05,fructification,81.5,13,12,vert,bon,bon
2025-06-28,119,21.9,18.6,74.3,65.4,7.4,11.4,0.0,2.86,fructification,105.2,13,15,vert,stress_leger,bon
2025-03-28,27,23.1,21.9,33.6,53.2,7.02,10.8,0.0,1.84,jeune_plant,19.1,0,0,vert,bon,bon
2025-04-02,32,35.3,32.0,41.4,45.3,6.06,14.1,1.4,0.99,croissance,48.5,4,0,fonce,stress_leger,risque_chaleur
2025-07-09,130,22.5,21.0,79.2,79.0,6.51,9.2,2.2,1.58,recolte,172.5,7,33,vert,bon,recolte_bientot
2025-07-19,140,22.6,21.0,73.3,41.5,6.44,7.5,1.9,2.56,recolte,139.2,5,39,fonce,bon,recolte_bientot
2025-05-17,77,28.9,28.5,54.9,55.6,6.64,8.4,0.0,2.77,floraison,102.2,23,0,vert,bon,bon
2025-04-10,40,26.9,23.4,95.0,90.0,6.21,7.0,0.2,1.3,croissance,43.7,0,0,tachete,stress_leger,trop_eau
2025-07-10,131,13.4,11.8,60.0,66.2,6.44,10.3,4.5,1.73,recolte,119.0,2,33,vert,stress_leger,recolte_bientot
2025-03-11,10,24.7,20.4,80.6,90.0,6.58,9.5,0.0,2.85,semis,2.4,0,0,jaune,stress_leger,trop_eau
2025-05-13,73,28.1,24.7,95.0,31.5,6.15,10.8,0.0,4.52,floraison,107.4,7,0,jaune,stress_leger,arroser
2025-07-27,148,16.5,16.3,47.1,49.9,6.55,11.7,0.0,1.96,recolte,112.8,3,37,jaune,bon,recolte_bientot
2025-05-01,61,23.1,21.2,34.7,54.1,5.69,7.7,6.5,1.98,floraison,103.5,18,2,jaune,stress_leger,manque_lumiere
2025-04-25,55,18.1,17.0,60.3,57.8,6.31,9.0,0.0,2.48,croissance,68.0,0,0,vert,bon,bon
2025-06-13,104,13.6,11.5,55.1,67.9,6.38,12.0,0.0,0.59,fructification,128.3,9,9,tachete,stress_leger,risque_froid
2025-06-03,94,23.3,22.4,42.0,46.3,7.11,8.3,0.0,2.01,fructification,103.6,13,18,vert,bon,bon
2025-03-15,14,19.9,19.2,64.0,44.2,6.87,8.5,0.0,2.44,semis,6.1,0,0,vert,bon,bon
2025-05-31,91,30.3,27.8,73.8,57.3,6.98,7.5,0.8,2.5,fructification,135.5,14,17,vert,bon,bon
2025-03-16,15,24.0,22.9,64.1,54.3,6.73,9.7,3.5,1.97,jeune_plant,20.5,0,0,vert,bon,bon
2025-07-04,125,15.9,14.2,70.3,73.3,6.94,10.6,7.6,2.89,recolte,127.6,0,34,vert,bon,recolte_bientot
2025-03-19,18,23.9,20.0,69.1,90.0,6.06,10.6,1.2,0.92,jeune_plant,8.3,0,0,tachete,stress_leger,trop_eau
2025-07-01,122,23.6,20.0,76.0,59.6,6.63,14.2,0.0,1.65,recolte,119.8,4,29,vert,bon,recolte_bientot
2025-06-16,107,23.1,21.2,85.4,50.1,6.47,10.3,0.0,2.42,fructification,111.2,12,24,vert,bon,bon
2025-07-15,136,24.1,23.9,61.7,43.7,5.62,9.4,10.6,0.0,recolte,132.3,7,34,vert,stress_leger,recolte_bientot
2025-05-05,65,25.5,23.6,69.6,56.5,6.59,7.0,1.2,0.87,floraison,83.5,16,2,vert,bon,bon
2025-05-18,78,26.6,24.6,39.9,90.0,6.21,9.4,1.6,1.92,floraison,111.6,22,1,tachete,stress_leger,trop_eau
2025-03-15,14,17.6,14.8,54.9,54.4,6.61,11.6,5.2,0.88,semis,4.7,0,0,vert,bon,bon
2025-04-07,37,22.8,17.5,63.4,50.4,6.1,8.6,0.0,0.76,croissance,29.2,2,0,vert,bon,bon
2025-07-08,129,17.1,16.7,57.9,76.9,6.31,7.5,1.0,0.93,recolte,159.0,4,12,vert,bon,bon
2025-06-14,105,22.7,21.1,62.8,63.9,6.26,8.5,1.1,2.55,fructification,106.0,9,16,vert,bon,bon
2025-03-21,20,12.3,10.0,77.3,68.9,6.42,12.1,6.5,2.77,jeune_plant,16.4,0,0,tachete,stress_leger,risque_froid
2025-07-06,127,14.6,12.5,94.0,47.3,5.67,9.9,2.7,2.74,recolte,133.9,7,18,tachete,stress_moyen,recolte_bientot
2025-05-31,91,20.7,18.7,71.8,50.6,6.16,9.3,0.0,2.63,fructification,113.0,11,5,vert,bon,bon
2025-06-22,113,15.9,11.7,46.3,66.5,6.26,8.8,2.1,1.84,fructification,128.7,8,19,vert,bon,bon
2025-04-16,46,24.3,20.6,74.2,52.3,6.17,11.1,3.8,0.92,croissance,33.1,0,0,vert,bon,bon
2025-03-16,15,27.7,24.9,58.1,57.6,6.71,10.2,5.1,0.54,jeune_plant,19.2,0,0,vert,bon,bon
2025-04-13,43,24.0,23.7,95.0,67.6,6.07,12.1,1.1,2.69,croissance,25.7,0,0,vert,bon,bon
2025-04-24,54,13.3,10.1,53.9,57.5,7.28,10.7,2.6,0.63,croissance,38.0,4,0,fonce,stress_moyen,risque_froid
2025-03-27,26,23.6,22.1,41.2,34.9,6.72,8.9,0.3,2.06,jeune_plant,24.2,0,0,jaune,stress_leger,arroser
2025-04-01,31,21.3,19.5,79.7,83.3,6.53,12.3,1.7,2.96,croissance,55.8,4,0,jaune,stress_leger,trop_eau
2025-05-05,65,35.2,32.0,43.6,81.5,6.92,13.1,1.0,2.95,floraison,77.1,13,1,tachete,stress_moyen,risque_chaleur
2025-05-03,63,15.9,12.1,69.4,45.3,6.27,10.4,0.0,1.18,floraison,86.8,22,2,vert,bon,bon
2025-06-30,121,36.2,32.0,83.4,67.1,7.14,11.7,2.7,1.12,recolte,129.1,2,25,tachete,stress_leger,risque_chaleur
2025-04-16,46,16.6,15.7,59.4,73.7,6.02,8.5,5.8,1.52,croissance,38.9,0,0,vert,bon,bon
2025-05-06,66,15.5,15.3,76.4,65.3,6.79,10.3,11.1,0.0,floraison,103.4,18,1,vert,bon,bon
2025-06-12,103,20.4,18.1,52.3,41.8,7.16,11.2,4.1,1.51,fructification,149.7,5,16,vert,bon,bon
2025-07-03,124,28.0,26.8,86.5,66.3,6.65,6.2,0.2,1.15,recolte,150.2,5,10,vert,bon,bon
2025-05-12,72,13.9,11.0,75.9,78.7,6.57,9.8,0.9,1.33,floraison,71.1,6,2,fonce,stress_leger,risque_froid
2025-04-25,55,29.9,29.7,76.4,77.3,7.48,12.2,0.0,0.89,croissance,74.2,2,0,vert,stress_leger,bon
2025-06-23,114,18.6,15.6,53.1,58.8,6.48,14.4,2.0,1.18,fructification,94.9,6,13,vert,bon,bon
2025-03-13,12,19.0,16.2,62.2,71.9,6.32,10.6,0.0,0.53,semis,7.9,0,0,vert,bon,bon
2025-07-12,133,23.9,22.6,72.9,54.9,6.4,9.0,0.0,2.14,recolte,103.1,1,13,vert,bon,bon
2025-06-09,100,26.6,25.9,48.0,67.7,5.81,14.0,0.0,2.5,fructification,90.5,11,18,vert,bon,bon
2025-04-11,41,19.9,17.2,60.5,81.7,6.99,4.8,0.0,2.97,croissance,71.6,4,0,jaune,stress_leger,trop_eau
2025-06-11,102,13.6,12.9,70.1,28.5,5.08,10.9,7.2,3.63,fructification,128.6,11,6,jaune,stress_moyen,sol_pas_adapte
2025-05-11,71,21.6,17.7,54.2,40.0,5.89,8.2,2.1,1.69,floraison,108.7,8,0,vert,bon,bon
2025-04-01,31,22.8,20.5,53.7,59.8,5.46,7.6,0.0,1.43,croissance,35.4,2,0,tachete,stress_leger,sol_pas_adapte
2025-07-20,141,18.6,19.3,67.5,59.5,6.71,11.1,2.5,1.32,recolte,134.6,2,26,vert,bon,recolte_bientot
2025-04-01,31,20.8,17.4,55.8,42.5,7.12,9.0,5.1,1.41,croissance,70.4,2,0,vert,bon,bon
2025-03-15,14,20.5,18.7,58.8,61.1,6.48,7.1,0.0,0.72,semis,4.9,0,0,vert,bon,bon
2025-03-03,2,9.7,10.0,40.6,44.2,7.04,7.5,0.0,2.53,semis,4.3,0,0,fonce,stress_leger,risque_froid
2025-07-23,144,15.6,15.3,73.7,46.2,5.98,8.8,1.5,1.96,recolte,103.4,5,24,vert,bon,recolte_bientot
2025-07-18,139,17.2,17.8,95.0,90.0,6.27,9.3,3.5,2.05,recolte,122.3,5,17,tachete,stress_leger,trop_eau
2025-04-18,48,11.3,10.0,71.6,49.4,6.42,10.6,4.1,2.04,croissance,46.1,1,0,fonce,stress_leger,risque_froid
2025-05-26,86,21.5,19.5,58.4,54.7,6.12,10.9,1.8,0.58,fructification,90.5,9,21,vert,bon,bon
2025-04-27,57,23.1,21.5,55.1,74.1,6.1,11.7,5.1,1.96,croissance,41.6,2,0,vert,bon,bon
2025-04-04,34,26.0,24.2,84.7,43.0,6.3,10.9,0.0,2.56,croissance,33.2,3,0,vert,bon,bon
2025-05-15,75,14.4,11.3,59.0,82.9,5.95,8.0,1.3,2.46,floraison,118.9,7,1,jaune,stress_moyen,trop_eau
2025-04-12,42,11.9,10.0,45.5,26.2,6.87,8.4,0.2,4.17,croissance,74.6,2,0,tachete,stress_moyen,risque_froid
2025-07-11,132,23.1,18.6,88.6,42.9,7.25,9.4,4.1,2.57,recolte,166.7,0,10,jaune,stress_leger,arroser
2025-07-22,143,19.4,21.1,70.0,53.3,6.45,12.4,0.3,1.72,recolte,165.6,0,33,vert,bon,recolte_bientot
2025-07-02,123,14.2,11.9,72.5,64.5,6.43,11.7,7.9,0.63,recolte,160.0,7,24,vert,stress_leger,recolte_bientot
2025-04-17,47,18.4,16.5,70.0,73.1,6.35,8.3,0.5,1.08,croissance,54.8,0,0,vert,bon,bon
2025-07-24,145,31.2,29.8,48.3,69.5,6.33,9.3,0.0,1.12,recolte,152.7,5,39,jaune,bon,recolte_bientot
2025-04-20,50,20.2,17.1,41.3,48.9,7.03,10.3,2.6,2.31,croissance,61.4,1,0,vert,bon,bon
2025-05-24,84,11.9,10.0,81.1,30.1,5.62,7.9,0.0,2.32,fructification,82.1,4,16,fonce,stress_moyen,risque_froid
2025-04-01,31,28.0,27.7,74.2,59.1,6.2,7.8,8.7,0.69,croissance,62.0,2,0,vert,bon,bon
2025-04-14,44,27.4,27.6,70.4,57.5,5.71,7.7,2.5,1.61,croissance,55.0,1,0,jaune,stress_leger,manque_lumiere
2025-06-03,94,22.7,20.3,46.4,79.6,7.04,10.1,0.0,2.83,fructification,113.0,11,3,vert,bon,bon
2025-07-20,141,22.8,21.7,54.9,61.4,6.83,12.9,0.0,1.05,recolte,135.7,4,11,vert,bon,bon
2025-05-16,76,24.9,24.3,47.4,60.0,7.26,8.2,3.9,0.98,floraison,89.1,24,0,vert,stress_leger,bon
2025-06-05,96,16.7,15.1,43.0,43.8,6.71,9.6,0.5,2.39,fructification,83.3,10,4,jaune,bon,bon
2025-05-24,84,8.0,10.0,68.3,45.3,6.06,8.9,0.0,1.83,fructification,119.2,11,14,fonce,stress_leger,risque_froid
2025-07-09,130,23.5,22.5,51.8,66.4,5.61,15.0,0.0,1.18,recolte,161.0,4,17,vert,stress_leger,recolte_bientot
2025-03-13,12,24.7,24.3,67.9,59.5,6.57,6.1,1.7,0.8,semis,4.1,0,0,vert,bon,bon
2025-05-17,77,26.7,25.1,51.6,54.3,6.75,11.2,0.0,1.85,floraison,119.6,21,2,vert,bon,bon
2025-05-01,61,22.9,22.0,83.9,60.5,6.67,11.3,0.0,1.99,floraison,109.3,20,1,vert,bon,bon
2025-06-17,108,19.0,16.8,44.4,71.6,7.03,11.2,0.0,2.66,fructification,118.4,5,17,vert,bon,bon
2025-03-25,24,18.4,17.3,75.3,64.3,6.27,11.9,0.0,1.41,jeune_plant,14.7,0,0,vert,bon,bon
2025-05-23,83,25.0,23.2,63.5,40.4,6.53,10.6,0.3,1.59,fructification,81.6,5,13,vert,bon,bon
2025-04-03,33,24.4,23.5,55.9,60.0,6.64,11.3,8.2,0.85,croissance,66.4,4,0,vert,bon,bon
2025-05-29,89,13.0,10.6,61.5,62.3,6.33,7.6,0.0,1.07,fructification,82.8,3,12,tachete,stress_leger,risque_froid
2025-05-28,88,22.4,22.1,78.0,59.3,6.51,13.0,5.0,2.51,fructification,99.4,7,13,vert,bon,bon
2025-03-30,29,15.2,13.7,39.5,48.6,6.7,8.0,2.5,2.83,jeune_plant,23.8,0,0,vert,bon,bon
2025-06-22,113,27.0,24.1,62.4,71.0,6.26,14.5,0.0,2.67,fructification,121.1,4,9,vert,bon,bon
2025-05-07,67,22.1,20.0,67.2,43.1,7.19,9.4,0.4,1.92,floraison,119.9,11,2,vert,bon,bon
2025-04-23,53,23.4,24.1,61.4,34.0,5.77,11.0,1.6,4.15,croissance,76.9,1,0,jaune,stress_leger,arroser
2025-06-22,113,19.6,17.0,55.9,67.5,6.52,12.9,1.8,2.75,fructification,99.4,10,5,vert,bon,bon
2025-03-12,11,17.8,16.3,65.1,44.2,6.06,11.3,7.4,1.78,semis,4.9,0,0,vert,bon,bon
2025-03-07,6,24.8,23.4,53.2,48.2,6.57,10.8,0.0,1.62,semis,7.5,0,0,vert,bon,bon
2025-05-19,79,17.3,16.7,94.9,79.7,5.71,10.7,2.5,1.51,floraison,63.1,14,1,vert,stress_leger,bon
2025-05-17,77,19.5,18.5,80.0,84.6,7.04,9.4,3.4,2.09,floraison,79.4,5,0,tachete,stress_leger,trop_eau
2025-05-20,80,21.2,19.9,66.5,61.9,6.33,4.0,2.0,2.2,fructification,136.7,7,23,fonce,stress_leger,manque_lumiere
2025-07-16,137,27.1,23.5,54.2,74.1,6.57,8.4,6.3,0.61,recolte,151.0,1,13,vert,bon,bon
2025-07-27,148,27.3,24.9,56.0,51.9,5.49,8.6,0.0,0.62,recolte,114.3,3,33,tachete,stress_leger,sol_pas_adapte
2025-06-28,119,30.0,29.2,71.6,66.6,5.77,11.2,3.3,2.22,fructification,106.0,8,12,tachete,stress_leger,risque_chaleur
2025-05-21,81,27.8,25.3,44.0,31.6,5.88,11.6,1.2,2.37,fructification,102.6,3,7,jaune,stress_leger,arroser
2025-04-19,49,18.8,19.9,45.6,45.9,6.26,5.1,7.8,2.03,croissance,26.1,2,0,jaune,stress_leger,manque_lumiere
2025-06-11,102,27.1,23.1,71.6,61.7,5.82,9.6,7.9,0.79,fructification,142.5,13,11,vert,bon,bon
2025-07-04,125,16.3,14.7,81.2,66.5,7.35,12.1,0.3,0.83,recolte,156.2,3,19,fonce,stress_leger,recolte_bientot
2025-07-21,142,22.2,20.5,71.2,37.9,5.72,9.0,3.0,4.37,recolte,121.6,1,13,jaune,stress_leger,arroser
2025-03-14,13,19.4,17.3,57.8,81.7,6.33,10.6,2.2,1.42,semis,7.9,0,0,tachete,stress_leger,trop_eau
2025-06-10,101,17.3,15.6,50.5,68.6,5.43,12.1,0.8,1.28,fructification,89.8,3,20,jaune,stress_leger,sol_pas_adapte
2025-06-16,107,15.5,10.7,74.4,41.4,7.23,12.8,0.0,2.21,fructification,112.9,11,21,fonce,stress_leger,arroser
2025-05-23,83,17.9,14.8,56.8,80.1,5.66,6.6,2.6,2.43,fructification,102.2,6,24,tachete,stress_leger,trop_eau
2025-03-18,17,26.5,25.5,56.4,36.2,6.11,7.9,1.8,4.55,jeune_plant,21.5,0,0,fonce,stress_leger,arroser
2025-05-25,85,23.5,23.0,53.6,45.0,6.41,11.3,3.2,2.18,fructification,118.4,7,3,vert,bon,bon
2025-07-20,141,14.9,12.2,50.0,57.8,6.23,11.0,3.2,2.1,recolte,170.3,4,11,fonce,stress_leger,risque_froid
2025-03-20,19,21.6,19.4,39.7,62.2,6.81,7.3,0.8,1.68,jeune_plant,21.0,0,0,vert,bon,bon
2025-06-25,116,17.9,16.8,72.6,42.3,6.02,7.6,4.2,1.75,fructification,142.5,7,19,vert,bon,bon
2025-03-02,1,27.2,24.4,70.5,68.8,7.56,9.1,5.7,1.52,semis,6.9,0,0,jaune,stress_leger,sol_pas_adapte
2025-05-04,64,18.0,13.7,58.0,78.3,7.15,12.5,1.8,2.76,floraison,119.6,7,1,vert,bon,bon
2025-07-10,131,14.9,14.5,49.5,62.1,7.32,11.0,0.0,1.61,recolte,150.5,3,29,tachete,stress_moyen,recolte_bientot
2025-05-16,76,19.0,17.6,68.3,50.2,5.86,7.7,1.3,2.08,floraison,92.2,15,0,vert,bon,bon
2025-05-31,91,24.3,22.8,68.1,51.8,6.29,13.1,0.5,1.3,fructification,129.5,4,24,vert,bon,bon
2025-03-27,26,27.3,26.7,55.6,72.1,6.61,10.5,0.3,0.86,jeune_plant,18.6,0,0,vert,bon,bon
2025-07-06,127,9.5,10.2,76.1,37.6,6.68,10.7,11.5,0.0,recolte,104.5,4,24,tachete,stress_moyen,risque_froid
2025-04-02,32,27.5,27.1,41.8,72.3,6.26,8.8,2.0,1.38,croissance,32.5,4,0,vert,bon,bon
2025-03-13,12,27.5,22.4,30.0,71.5,5.73,7.6,1.6,1.31,semis,5.4,0,0,jaune,stress_leger,manque_lumiere
2025-06-28,119,23.9,23.0,65.7,59.8,5.84,8.6,8.7,2.16,fructification,131.1,5,21,vert,bon,bon
2025-05-17,77,21.9,17.0,33.8,49.0,6.29,11.5,1.5,1.47,floraison,116.0,8,0,vert,bon,bon
2025-03-16,15,23.5,19.6,95.0,74.6,5.97,7.7,0.0,2.82,jeune_plant,19.6,0,0,vert,bon,bon
2025-03-21,20,17.1,18.1,57.8,80.8,5.32,7.6,4.4,2.82,jeune_plant,14.5,0,0,jaune,stress_leger,sol_pas_adapte
2025-04-07,37,16.6,14.4,86.4,56.5,6.87,10.0,1.9,0.71,croissance,63.7,2,0,vert,bon,bon
2025-07-22,143,24.5,19.5,73.8,50.1,6.46,8.0,2.5,1.4,recolte,168.5,4,36,vert,bon,recolte_bientot
